original filename,scanid,digit,num,database name original,database name,filename
Scan_143_digit_6_num_0.png,143,6,0,DUISRT,training-d,d02263.png
Scan_12_digit_4_num_1.png,12,4,1,DUISRT,training-d,d02264.png
Scan_144_digit_3_num_8.png,144,3,8,DUISRT,training-d,d02265.png
Scan_22_digit_4_num_8.png,22,4,8,DUISRT,training-d,d02266.png
Scan_39_digit_3_num_7.png,39,3,7,DUISRT,training-d,d02267.png
Scan_32_digit_7_num_2.png,32,7,2,DUISRT,training-d,d02268.png
Scan_76_digit_6_num_3.png,76,6,3,DUISRT,training-d,d02269.png
Scan_46_digit_8_num_1.png,46,8,1,DUISRT,training-d,d02270.png
Scan_104_digit_3_num_0.png,104,3,0,DUISRT,training-d,d02271.png
Scan_99_digit_4_num_6.png,99,4,6,DUISRT,training-d,d02272.png
Scan_36_digit_4_num_3.png,36,4,3,DUISRT,training-d,d02273.png
Scan_64_digit_2_num_0.png,64,2,0,DUISRT,training-d,d02274.png
Scan_131_digit_0_num_4.png,131,0,4,DUISRT,training-d,d02275.png
Scan_15_digit_0_num_1.png,15,0,1,DUISRT,training-d,d02276.png
Scan_120_digit_7_num_5.png,120,7,5,DUISRT,training-d,d02277.png
Scan_89_digit_2_num_5.png,89,2,5,DUISRT,training-d,d02278.png
Scan_53_digit_0_num_7.png,53,0,7,DUISRT,training-d,d02279.png
Scan_75_digit_6_num_7.png,75,6,7,DUISRT,training-d,d02280.png
Scan_125_digit_2_num_5.png,125,2,5,DUISRT,training-d,d02281.png
Scan_64_digit_5_num_1.png,64,5,1,DUISRT,training-d,d02282.png
Scan_104_digit_7_num_4.png,104,7,4,DUISRT,training-d,d02283.png
Scan_18_digit_4_num_4.png,18,4,4,DUISRT,training-d,d02284.png
Scan_101_digit_6_num_7.png,101,6,7,DUISRT,training-d,d02285.png
Scan_39_digit_0_num_3.png,39,0,3,DUISRT,training-d,d02286.png
Scan_127_digit_5_num_0.png,127,5,0,DUISRT,training-d,d02287.png
Scan_88_digit_7_num_4.png,88,7,4,DUISRT,training-d,d02288.png
Scan_132_digit_6_num_6.png,132,6,6,DUISRT,training-d,d02289.png
Scan_126_digit_0_num_8.png,126,0,8,DUISRT,training-d,d02290.png
Scan_28_digit_9_num_6.png,28,9,6,DUISRT,training-d,d02291.png
Scan_71_digit_4_num_0.png,71,4,0,DUISRT,training-d,d02292.png
Scan_123_digit_4_num_6.png,123,4,6,DUISRT,training-d,d02293.png
Scan_107_digit_1_num_6.png,107,1,6,DUISRT,training-d,d02294.png
Scan_28_digit_6_num_5.png,28,6,5,DUISRT,training-d,d02295.png
Scan_95_digit_5_num_8.png,95,5,8,DUISRT,training-d,d02296.png
Scan_144_digit_4_num_7.png,144,4,7,DUISRT,training-d,d02297.png
Scan_111_digit_4_num_8.png,111,4,8,DUISRT,training-d,d02298.png
Scan_119_digit_6_num_0.png,119,6,0,DUISRT,training-d,d02299.png
Scan_130_digit_4_num_7.png,130,4,7,DUISRT,training-d,d02300.png
Scan_28_digit_8_num_0.png,28,8,0,DUISRT,training-d,d02301.png
Scan_101_digit_9_num_8.png,101,9,8,DUISRT,training-d,d02302.png
Scan_1_digit_7_num_4.png,1,7,4,DUISRT,training-d,d02303.png
Scan_39_digit_2_num_5.png,39,2,5,DUISRT,training-d,d02304.png
Scan_104_digit_7_num_5.png,104,7,5,DUISRT,training-d,d02305.png
Scan_98_digit_8_num_4.png,98,8,4,DUISRT,training-d,d02306.png
Scan_80_digit_5_num_3.png,80,5,3,DUISRT,training-d,d02307.png
Scan_114_digit_8_num_3.png,114,8,3,DUISRT,training-d,d02308.png
Scan_128_digit_4_num_8.png,128,4,8,DUISRT,training-d,d02309.png
Scan_75_digit_2_num_7.png,75,2,7,DUISRT,training-d,d02310.png
Scan_124_digit_3_num_7.png,124,3,7,DUISRT,training-d,d02311.png
Scan_64_digit_5_num_8.png,64,5,8,DUISRT,training-d,d02312.png
Scan_68_digit_0_num_7.png,68,0,7,DUISRT,training-d,d02313.png
Scan_108_digit_2_num_5.png,108,2,5,DUISRT,training-d,d02314.png
Scan_38_digit_1_num_8.png,38,1,8,DUISRT,training-d,d02315.png
Scan_17_digit_4_num_3.png,17,4,3,DUISRT,training-d,d02316.png
Scan_5_digit_9_num_2.png,5,9,2,DUISRT,training-d,d02317.png
Scan_4_digit_0_num_1.png,4,0,1,DUISRT,training-d,d02318.png
Scan_141_digit_7_num_0.png,141,7,0,DUISRT,training-d,d02319.png
Scan_113_digit_1_num_7.png,113,1,7,DUISRT,training-d,d02320.png
Scan_107_digit_5_num_6.png,107,5,6,DUISRT,training-d,d02321.png
Scan_17_digit_0_num_4.png,17,0,4,DUISRT,training-d,d02322.png
Scan_113_digit_9_num_8.png,113,9,8,DUISRT,training-d,d02323.png
Scan_103_digit_9_num_5.png,103,9,5,DUISRT,training-d,d02324.png
Scan_46_digit_5_num_5.png,46,5,5,DUISRT,training-d,d02325.png
Scan_0_digit_4_num_1.png,0,4,1,DUISRT,training-d,d02326.png
Scan_31_digit_3_num_7.png,31,3,7,DUISRT,training-d,d02327.png
Scan_5_digit_3_num_0.png,5,3,0,DUISRT,training-d,d02328.png
Scan_52_digit_4_num_2.png,52,4,2,DUISRT,training-d,d02329.png
Scan_70_digit_0_num_5.png,70,0,5,DUISRT,training-d,d02330.png
Scan_75_digit_4_num_0.png,75,4,0,DUISRT,training-d,d02331.png
Scan_115_digit_8_num_1.png,115,8,1,DUISRT,training-d,d02332.png
Scan_87_digit_0_num_6.png,87,0,6,DUISRT,training-d,d02333.png
Scan_45_digit_0_num_7.png,45,0,7,DUISRT,training-d,d02334.png
Scan_4_digit_5_num_6.png,4,5,6,DUISRT,training-d,d02335.png
Scan_44_digit_9_num_5.png,44,9,5,DUISRT,training-d,d02336.png
Scan_41_digit_3_num_7.png,41,3,7,DUISRT,training-d,d02337.png
Scan_104_digit_9_num_8.png,104,9,8,DUISRT,training-d,d02338.png
Scan_57_digit_3_num_6.png,57,3,6,DUISRT,training-d,d02339.png
Scan_110_digit_4_num_8.png,110,4,8,DUISRT,training-d,d02340.png
Scan_0_digit_1_num_8.png,0,1,8,DUISRT,training-d,d02341.png
Scan_105_digit_9_num_7.png,105,9,7,DUISRT,training-d,d02342.png
Scan_16_digit_0_num_5.png,16,0,5,DUISRT,training-d,d02343.png
Scan_73_digit_9_num_7.png,73,9,7,DUISRT,training-d,d02344.png
Scan_112_digit_4_num_6.png,112,4,6,DUISRT,training-d,d02345.png
Scan_104_digit_2_num_6.png,104,2,6,DUISRT,training-d,d02346.png
Scan_109_digit_1_num_3.png,109,1,3,DUISRT,training-d,d02347.png
Scan_65_digit_3_num_7.png,65,3,7,DUISRT,training-d,d02348.png
Scan_80_digit_2_num_8.png,80,2,8,DUISRT,training-d,d02349.png
Scan_102_digit_1_num_8.png,102,1,8,DUISRT,training-d,d02350.png
Scan_32_digit_8_num_0.png,32,8,0,DUISRT,training-d,d02351.png
Scan_17_digit_9_num_4.png,17,9,4,DUISRT,training-d,d02352.png
Scan_115_digit_4_num_4.png,115,4,4,DUISRT,training-d,d02353.png
Scan_18_digit_2_num_0.png,18,2,0,DUISRT,training-d,d02354.png
Scan_80_digit_2_num_7.png,80,2,7,DUISRT,training-d,d02355.png
Scan_79_digit_8_num_3.png,79,8,3,DUISRT,training-d,d02356.png
Scan_65_digit_4_num_1.png,65,4,1,DUISRT,training-d,d02357.png
Scan_63_digit_1_num_1.png,63,1,1,DUISRT,training-d,d02358.png
Scan_97_digit_4_num_7.png,97,4,7,DUISRT,training-d,d02359.png
Scan_137_digit_2_num_5.png,137,2,5,DUISRT,training-d,d02360.png
Scan_108_digit_4_num_3.png,108,4,3,DUISRT,training-d,d02361.png
Scan_111_digit_6_num_2.png,111,6,2,DUISRT,training-d,d02362.png
Scan_5_digit_7_num_4.png,5,7,4,DUISRT,training-d,d02363.png
Scan_70_digit_7_num_0.png,70,7,0,DUISRT,training-d,d02364.png
Scan_83_digit_9_num_5.png,83,9,5,DUISRT,training-d,d02365.png
Scan_115_digit_3_num_3.png,115,3,3,DUISRT,training-d,d02366.png
Scan_62_digit_4_num_4.png,62,4,4,DUISRT,training-d,d02367.png
Scan_64_digit_0_num_7.png,64,0,7,DUISRT,training-d,d02368.png
Scan_95_digit_1_num_0.png,95,1,0,DUISRT,training-d,d02369.png
Scan_81_digit_5_num_6.png,81,5,6,DUISRT,training-d,d02370.png
Scan_138_digit_3_num_6.png,138,3,6,DUISRT,training-d,d02371.png
Scan_70_digit_9_num_4.png,70,9,4,DUISRT,training-d,d02372.png
Scan_112_digit_4_num_3.png,112,4,3,DUISRT,training-d,d02373.png
Scan_41_digit_8_num_1.png,41,8,1,DUISRT,training-d,d02374.png
Scan_123_digit_7_num_2.png,123,7,2,DUISRT,training-d,d02375.png
Scan_23_digit_9_num_0.png,23,9,0,DUISRT,training-d,d02376.png
Scan_53_digit_1_num_2.png,53,1,2,DUISRT,training-d,d02377.png
Scan_105_digit_2_num_5.png,105,2,5,DUISRT,training-d,d02378.png
Scan_101_digit_5_num_6.png,101,5,6,DUISRT,training-d,d02379.png
Scan_73_digit_9_num_2.png,73,9,2,DUISRT,training-d,d02380.png
Scan_126_digit_0_num_6.png,126,0,6,DUISRT,training-d,d02381.png
Scan_27_digit_5_num_3.png,27,5,3,DUISRT,training-d,d02382.png
Scan_18_digit_3_num_2.png,18,3,2,DUISRT,training-d,d02383.png
Scan_141_digit_0_num_6.png,141,0,6,DUISRT,training-d,d02384.png
Scan_67_digit_5_num_2.png,67,5,2,DUISRT,training-d,d02385.png
Scan_5_digit_3_num_7.png,5,3,7,DUISRT,training-d,d02386.png
Scan_28_digit_9_num_4.png,28,9,4,DUISRT,training-d,d02387.png
Scan_138_digit_1_num_0.png,138,1,0,DUISRT,training-d,d02388.png
Scan_82_digit_9_num_0.png,82,9,0,DUISRT,training-d,d02389.png
Scan_48_digit_2_num_2.png,48,2,2,DUISRT,training-d,d02390.png
Scan_0_digit_9_num_2.png,0,9,2,DUISRT,training-d,d02391.png
Scan_54_digit_4_num_4.png,54,4,4,DUISRT,training-d,d02392.png
Scan_91_digit_5_num_0.png,91,5,0,DUISRT,training-d,d02393.png
Scan_42_digit_0_num_1.png,42,0,1,DUISRT,training-d,d02394.png
Scan_59_digit_5_num_2.png,59,5,2,DUISRT,training-d,d02395.png
Scan_105_digit_1_num_8.png,105,1,8,DUISRT,training-d,d02396.png
Scan_68_digit_0_num_2.png,68,0,2,DUISRT,training-d,d02397.png
Scan_55_digit_4_num_1.png,55,4,1,DUISRT,training-d,d02398.png
Scan_7_digit_6_num_1.png,7,6,1,DUISRT,training-d,d02399.png
Scan_138_digit_1_num_7.png,138,1,7,DUISRT,training-d,d02400.png
Scan_141_digit_1_num_8.png,141,1,8,DUISRT,training-d,d02401.png
Scan_4_digit_4_num_7.png,4,4,7,DUISRT,training-d,d02402.png
Scan_84_digit_0_num_7.png,84,0,7,DUISRT,training-d,d02403.png
Scan_108_digit_9_num_8.png,108,9,8,DUISRT,training-d,d02404.png
Scan_58_digit_7_num_8.png,58,7,8,DUISRT,training-d,d02405.png
Scan_64_digit_1_num_7.png,64,1,7,DUISRT,training-d,d02406.png
Scan_142_digit_9_num_4.png,142,9,4,DUISRT,training-d,d02407.png
Scan_141_digit_5_num_1.png,141,5,1,DUISRT,training-d,d02408.png
Scan_31_digit_7_num_5.png,31,7,5,DUISRT,training-d,d02409.png
Scan_35_digit_0_num_3.png,35,0,3,DUISRT,training-d,d02410.png
Scan_16_digit_8_num_7.png,16,8,7,DUISRT,training-d,d02411.png
Scan_50_digit_0_num_6.png,50,0,6,DUISRT,training-d,d02412.png
Scan_62_digit_1_num_5.png,62,1,5,DUISRT,training-d,d02413.png
Scan_59_digit_6_num_7.png,59,6,7,DUISRT,training-d,d02414.png
Scan_0_digit_2_num_2.png,0,2,2,DUISRT,training-d,d02415.png
Scan_10_digit_7_num_4.png,10,7,4,DUISRT,training-d,d02416.png
Scan_120_digit_2_num_1.png,120,2,1,DUISRT,training-d,d02417.png
Scan_101_digit_8_num_8.png,101,8,8,DUISRT,training-d,d02418.png
Scan_72_digit_0_num_0.png,72,0,0,DUISRT,training-d,d02419.png
Scan_94_digit_2_num_4.png,94,2,4,DUISRT,training-d,d02420.png
Scan_64_digit_7_num_1.png,64,7,1,DUISRT,training-d,d02421.png
Scan_67_digit_1_num_2.png,67,1,2,DUISRT,training-d,d02422.png
Scan_32_digit_9_num_4.png,32,9,4,DUISRT,training-d,d02423.png
Scan_31_digit_4_num_4.png,31,4,4,DUISRT,training-d,d02424.png
Scan_64_digit_0_num_6.png,64,0,6,DUISRT,training-d,d02425.png
Scan_39_digit_2_num_0.png,39,2,0,DUISRT,training-d,d02426.png
Scan_79_digit_8_num_5.png,79,8,5,DUISRT,training-d,d02427.png
Scan_77_digit_6_num_2.png,77,6,2,DUISRT,training-d,d02428.png
Scan_138_digit_1_num_6.png,138,1,6,DUISRT,training-d,d02429.png
Scan_142_digit_4_num_6.png,142,4,6,DUISRT,training-d,d02430.png
Scan_84_digit_4_num_4.png,84,4,4,DUISRT,training-d,d02431.png
Scan_17_digit_6_num_7.png,17,6,7,DUISRT,training-d,d02432.png
Scan_29_digit_9_num_3.png,29,9,3,DUISRT,training-d,d02433.png
Scan_127_digit_0_num_5.png,127,0,5,DUISRT,training-d,d02434.png
Scan_21_digit_2_num_0.png,21,2,0,DUISRT,training-d,d02435.png
Scan_116_digit_4_num_3.png,116,4,3,DUISRT,training-d,d02436.png
Scan_3_digit_0_num_6.png,3,0,6,DUISRT,training-d,d02437.png
Scan_12_digit_2_num_1.png,12,2,1,DUISRT,training-d,d02438.png
Scan_55_digit_4_num_3.png,55,4,3,DUISRT,training-d,d02439.png
Scan_4_digit_4_num_4.png,4,4,4,DUISRT,training-d,d02440.png
Scan_48_digit_1_num_1.png,48,1,1,DUISRT,training-d,d02441.png
Scan_116_digit_6_num_5.png,116,6,5,DUISRT,training-d,d02442.png
Scan_141_digit_7_num_5.png,141,7,5,DUISRT,training-d,d02443.png
Scan_142_digit_1_num_7.png,142,1,7,DUISRT,training-d,d02444.png
Scan_72_digit_6_num_2.png,72,6,2,DUISRT,training-d,d02445.png
Scan_94_digit_0_num_8.png,94,0,8,DUISRT,training-d,d02446.png
Scan_141_digit_8_num_7.png,141,8,7,DUISRT,training-d,d02447.png
Scan_58_digit_1_num_3.png,58,1,3,DUISRT,training-d,d02448.png
Scan_2_digit_1_num_8.png,2,1,8,DUISRT,training-d,d02449.png
Scan_31_digit_2_num_8.png,31,2,8,DUISRT,training-d,d02450.png
Scan_97_digit_2_num_4.png,97,2,4,DUISRT,training-d,d02451.png
Scan_125_digit_6_num_8.png,125,6,8,DUISRT,training-d,d02452.png
Scan_91_digit_4_num_1.png,91,4,1,DUISRT,training-d,d02453.png
Scan_80_digit_9_num_6.png,80,9,6,DUISRT,training-d,d02454.png
Scan_13_digit_6_num_0.png,13,6,0,DUISRT,training-d,d02455.png
Scan_143_digit_6_num_6.png,143,6,6,DUISRT,training-d,d02456.png
Scan_49_digit_3_num_4.png,49,3,4,DUISRT,training-d,d02457.png
Scan_140_digit_1_num_3.png,140,1,3,DUISRT,training-d,d02458.png
Scan_143_digit_2_num_2.png,143,2,2,DUISRT,training-d,d02459.png
Scan_75_digit_4_num_4.png,75,4,4,DUISRT,training-d,d02460.png
Scan_38_digit_4_num_3.png,38,4,3,DUISRT,training-d,d02461.png
Scan_57_digit_0_num_0.png,57,0,0,DUISRT,training-d,d02462.png
Scan_3_digit_1_num_3.png,3,1,3,DUISRT,training-d,d02463.png
Scan_19_digit_3_num_6.png,19,3,6,DUISRT,training-d,d02464.png
Scan_59_digit_3_num_5.png,59,3,5,DUISRT,training-d,d02465.png
Scan_21_digit_3_num_4.png,21,3,4,DUISRT,training-d,d02466.png
Scan_137_digit_3_num_1.png,137,3,1,DUISRT,training-d,d02467.png
Scan_137_digit_9_num_8.png,137,9,8,DUISRT,training-d,d02468.png
Scan_51_digit_6_num_7.png,51,6,7,DUISRT,training-d,d02469.png
Scan_82_digit_8_num_1.png,82,8,1,DUISRT,training-d,d02470.png
Scan_72_digit_2_num_3.png,72,2,3,DUISRT,training-d,d02471.png
Scan_71_digit_8_num_0.png,71,8,0,DUISRT,training-d,d02472.png
Scan_29_digit_8_num_2.png,29,8,2,DUISRT,training-d,d02473.png
Scan_52_digit_2_num_2.png,52,2,2,DUISRT,training-d,d02474.png
Scan_27_digit_1_num_5.png,27,1,5,DUISRT,training-d,d02475.png
Scan_136_digit_0_num_4.png,136,0,4,DUISRT,training-d,d02476.png
Scan_23_digit_5_num_8.png,23,5,8,DUISRT,training-d,d02477.png
Scan_120_digit_9_num_7.png,120,9,7,DUISRT,training-d,d02478.png
Scan_141_digit_5_num_2.png,141,5,2,DUISRT,training-d,d02479.png
Scan_94_digit_0_num_4.png,94,0,4,DUISRT,training-d,d02480.png
Scan_35_digit_2_num_1.png,35,2,1,DUISRT,training-d,d02481.png
Scan_97_digit_9_num_3.png,97,9,3,DUISRT,training-d,d02482.png
Scan_48_digit_9_num_3.png,48,9,3,DUISRT,training-d,d02483.png
Scan_141_digit_4_num_6.png,141,4,6,DUISRT,training-d,d02484.png
Scan_110_digit_4_num_2.png,110,4,2,DUISRT,training-d,d02485.png
Scan_129_digit_7_num_2.png,129,7,2,DUISRT,training-d,d02486.png
Scan_0_digit_7_num_4.png,0,7,4,DUISRT,training-d,d02487.png
Scan_127_digit_1_num_6.png,127,1,6,DUISRT,training-d,d02488.png
Scan_3_digit_3_num_0.png,3,3,0,DUISRT,training-d,d02489.png
Scan_103_digit_5_num_1.png,103,5,1,DUISRT,training-d,d02490.png
Scan_41_digit_9_num_1.png,41,9,1,DUISRT,training-d,d02491.png
Scan_85_digit_4_num_2.png,85,4,2,DUISRT,training-d,d02492.png
Scan_101_digit_2_num_3.png,101,2,3,DUISRT,training-d,d02493.png
Scan_52_digit_3_num_2.png,52,3,2,DUISRT,training-d,d02494.png
Scan_67_digit_5_num_6.png,67,5,6,DUISRT,training-d,d02495.png
Scan_136_digit_7_num_4.png,136,7,4,DUISRT,training-d,d02496.png
Scan_18_digit_4_num_1.png,18,4,1,DUISRT,training-d,d02497.png
Scan_17_digit_2_num_8.png,17,2,8,DUISRT,training-d,d02498.png
Scan_71_digit_8_num_1.png,71,8,1,DUISRT,training-d,d02499.png
Scan_112_digit_4_num_8.png,112,4,8,DUISRT,training-d,d02500.png
Scan_15_digit_9_num_6.png,15,9,6,DUISRT,training-d,d02501.png
Scan_99_digit_9_num_1.png,99,9,1,DUISRT,training-d,d02502.png
Scan_135_digit_9_num_6.png,135,9,6,DUISRT,training-d,d02503.png
Scan_27_digit_3_num_7.png,27,3,7,DUISRT,training-d,d02504.png
Scan_31_digit_3_num_3.png,31,3,3,DUISRT,training-d,d02505.png
Scan_66_digit_6_num_1.png,66,6,1,DUISRT,training-d,d02506.png
Scan_46_digit_0_num_0.png,46,0,0,DUISRT,training-d,d02507.png
Scan_120_digit_0_num_3.png,120,0,3,DUISRT,training-d,d02508.png
Scan_53_digit_2_num_7.png,53,2,7,DUISRT,training-d,d02509.png
Scan_72_digit_3_num_8.png,72,3,8,DUISRT,training-d,d02510.png
Scan_25_digit_7_num_1.png,25,7,1,DUISRT,training-d,d02511.png
Scan_17_digit_0_num_8.png,17,0,8,DUISRT,training-d,d02512.png
Scan_144_digit_7_num_2.png,144,7,2,DUISRT,training-d,d02513.png
Scan_101_digit_6_num_0.png,101,6,0,DUISRT,training-d,d02514.png
Scan_82_digit_3_num_5.png,82,3,5,DUISRT,training-d,d02515.png
Scan_23_digit_7_num_6.png,23,7,6,DUISRT,training-d,d02516.png
Scan_141_digit_0_num_3.png,141,0,3,DUISRT,training-d,d02517.png
Scan_67_digit_1_num_3.png,67,1,3,DUISRT,training-d,d02518.png
Scan_94_digit_6_num_4.png,94,6,4,DUISRT,training-d,d02519.png
Scan_49_digit_9_num_5.png,49,9,5,DUISRT,training-d,d02520.png
Scan_107_digit_0_num_2.png,107,0,2,DUISRT,training-d,d02521.png
Scan_7_digit_4_num_3.png,7,4,3,DUISRT,training-d,d02522.png
Scan_142_digit_6_num_1.png,142,6,1,DUISRT,training-d,d02523.png
Scan_103_digit_6_num_2.png,103,6,2,DUISRT,training-d,d02524.png
Scan_114_digit_0_num_1.png,114,0,1,DUISRT,training-d,d02525.png
Scan_51_digit_6_num_8.png,51,6,8,DUISRT,training-d,d02526.png
Scan_110_digit_9_num_4.png,110,9,4,DUISRT,training-d,d02527.png
Scan_81_digit_8_num_5.png,81,8,5,DUISRT,training-d,d02528.png
Scan_130_digit_5_num_5.png,130,5,5,DUISRT,training-d,d02529.png
Scan_0_digit_6_num_1.png,0,6,1,DUISRT,training-d,d02530.png
Scan_114_digit_0_num_7.png,114,0,7,DUISRT,training-d,d02531.png
Scan_108_digit_1_num_5.png,108,1,5,DUISRT,training-d,d02532.png
Scan_79_digit_9_num_6.png,79,9,6,DUISRT,training-d,d02533.png
Scan_85_digit_3_num_8.png,85,3,8,DUISRT,training-d,d02534.png
Scan_143_digit_8_num_3.png,143,8,3,DUISRT,training-d,d02535.png
Scan_124_digit_0_num_4.png,124,0,4,DUISRT,training-d,d02536.png
Scan_41_digit_3_num_8.png,41,3,8,DUISRT,training-d,d02537.png
Scan_64_digit_3_num_2.png,64,3,2,DUISRT,training-d,d02538.png
Scan_97_digit_4_num_1.png,97,4,1,DUISRT,training-d,d02539.png
Scan_77_digit_8_num_1.png,77,8,1,DUISRT,training-d,d02540.png
Scan_144_digit_9_num_7.png,144,9,7,DUISRT,training-d,d02541.png
Scan_95_digit_3_num_7.png,95,3,7,DUISRT,training-d,d02542.png
Scan_139_digit_7_num_1.png,139,7,1,DUISRT,training-d,d02543.png
Scan_80_digit_3_num_8.png,80,3,8,DUISRT,training-d,d02544.png
Scan_72_digit_8_num_6.png,72,8,6,DUISRT,training-d,d02545.png
Scan_99_digit_1_num_2.png,99,1,2,DUISRT,training-d,d02546.png
Scan_5_digit_1_num_2.png,5,1,2,DUISRT,training-d,d02547.png
Scan_97_digit_1_num_3.png,97,1,3,DUISRT,training-d,d02548.png
Scan_21_digit_2_num_4.png,21,2,4,DUISRT,training-d,d02549.png
Scan_62_digit_2_num_4.png,62,2,4,DUISRT,training-d,d02550.png
Scan_48_digit_8_num_1.png,48,8,1,DUISRT,training-d,d02551.png
Scan_140_digit_0_num_2.png,140,0,2,DUISRT,training-d,d02552.png
Scan_95_digit_4_num_3.png,95,4,3,DUISRT,training-d,d02553.png
Scan_97_digit_2_num_0.png,97,2,0,DUISRT,training-d,d02554.png
Scan_49_digit_8_num_3.png,49,8,3,DUISRT,training-d,d02555.png
Scan_9_digit_7_num_1.png,9,7,1,DUISRT,training-d,d02556.png
Scan_126_digit_7_num_0.png,126,7,0,DUISRT,training-d,d02557.png
Scan_108_digit_6_num_6.png,108,6,6,DUISRT,training-d,d02558.png
Scan_115_digit_2_num_4.png,115,2,4,DUISRT,training-d,d02559.png
Scan_49_digit_6_num_0.png,49,6,0,DUISRT,training-d,d02560.png
Scan_42_digit_9_num_5.png,42,9,5,DUISRT,training-d,d02561.png
Scan_107_digit_6_num_2.png,107,6,2,DUISRT,training-d,d02562.png
Scan_17_digit_3_num_0.png,17,3,0,DUISRT,training-d,d02563.png
Scan_31_digit_1_num_6.png,31,1,6,DUISRT,training-d,d02564.png
Scan_125_digit_7_num_5.png,125,7,5,DUISRT,training-d,d02565.png
Scan_53_digit_5_num_5.png,53,5,5,DUISRT,training-d,d02566.png
Scan_83_digit_9_num_3.png,83,9,3,DUISRT,training-d,d02567.png
Scan_9_digit_3_num_3.png,9,3,3,DUISRT,training-d,d02568.png
Scan_139_digit_7_num_7.png,139,7,7,DUISRT,training-d,d02569.png
Scan_139_digit_6_num_5.png,139,6,5,DUISRT,training-d,d02570.png
Scan_74_digit_3_num_6.png,74,3,6,DUISRT,training-d,d02571.png
Scan_45_digit_3_num_8.png,45,3,8,DUISRT,training-d,d02572.png
Scan_70_digit_8_num_8.png,70,8,8,DUISRT,training-d,d02573.png
Scan_137_digit_7_num_6.png,137,7,6,DUISRT,training-d,d02574.png
Scan_2_digit_3_num_3.png,2,3,3,DUISRT,training-d,d02575.png
Scan_5_digit_6_num_8.png,5,6,8,DUISRT,training-d,d02576.png
Scan_140_digit_6_num_4.png,140,6,4,DUISRT,training-d,d02577.png
Scan_131_digit_6_num_1.png,131,6,1,DUISRT,training-d,d02578.png
Scan_143_digit_0_num_0.png,143,0,0,DUISRT,training-d,d02579.png
Scan_103_digit_5_num_7.png,103,5,7,DUISRT,training-d,d02580.png
Scan_19_digit_4_num_4.png,19,4,4,DUISRT,training-d,d02581.png
Scan_98_digit_1_num_8.png,98,1,8,DUISRT,training-d,d02582.png
Scan_59_digit_1_num_6.png,59,1,6,DUISRT,training-d,d02583.png
Scan_102_digit_7_num_8.png,102,7,8,DUISRT,training-d,d02584.png
Scan_80_digit_1_num_7.png,80,1,7,DUISRT,training-d,d02585.png
Scan_1_digit_9_num_8.png,1,9,8,DUISRT,training-d,d02586.png
Scan_55_digit_0_num_4.png,55,0,4,DUISRT,training-d,d02587.png
Scan_76_digit_6_num_6.png,76,6,6,DUISRT,training-d,d02588.png
Scan_135_digit_6_num_2.png,135,6,2,DUISRT,training-d,d02589.png
Scan_58_digit_7_num_5.png,58,7,5,DUISRT,training-d,d02590.png
Scan_58_digit_2_num_1.png,58,2,1,DUISRT,training-d,d02591.png
Scan_71_digit_0_num_5.png,71,0,5,DUISRT,training-d,d02592.png
Scan_115_digit_5_num_7.png,115,5,7,DUISRT,training-d,d02593.png
Scan_37_digit_5_num_1.png,37,5,1,DUISRT,training-d,d02594.png
Scan_61_digit_6_num_0.png,61,6,0,DUISRT,training-d,d02595.png
Scan_134_digit_2_num_6.png,134,2,6,DUISRT,training-d,d02596.png
Scan_141_digit_7_num_3.png,141,7,3,DUISRT,training-d,d02597.png
Scan_107_digit_4_num_6.png,107,4,6,DUISRT,training-d,d02598.png
Scan_78_digit_0_num_6.png,78,0,6,DUISRT,training-d,d02599.png
Scan_10_digit_4_num_5.png,10,4,5,DUISRT,training-d,d02600.png
Scan_141_digit_3_num_8.png,141,3,8,DUISRT,training-d,d02601.png
Scan_115_digit_0_num_4.png,115,0,4,DUISRT,training-d,d02602.png
Scan_72_digit_7_num_3.png,72,7,3,DUISRT,training-d,d02603.png
Scan_92_digit_6_num_4.png,92,6,4,DUISRT,training-d,d02604.png
Scan_111_digit_0_num_7.png,111,0,7,DUISRT,training-d,d02605.png
Scan_140_digit_7_num_0.png,140,7,0,DUISRT,training-d,d02606.png
Scan_48_digit_8_num_6.png,48,8,6,DUISRT,training-d,d02607.png
Scan_12_digit_9_num_3.png,12,9,3,DUISRT,training-d,d02608.png
Scan_48_digit_4_num_0.png,48,4,0,DUISRT,training-d,d02609.png
Scan_68_digit_4_num_1.png,68,4,1,DUISRT,training-d,d02610.png
Scan_45_digit_5_num_8.png,45,5,8,DUISRT,training-d,d02611.png
Scan_114_digit_7_num_2.png,114,7,2,DUISRT,training-d,d02612.png
Scan_70_digit_9_num_1.png,70,9,1,DUISRT,training-d,d02613.png
Scan_63_digit_9_num_2.png,63,9,2,DUISRT,training-d,d02614.png
Scan_98_digit_4_num_8.png,98,4,8,DUISRT,training-d,d02615.png
Scan_59_digit_3_num_1.png,59,3,1,DUISRT,training-d,d02616.png
Scan_76_digit_1_num_0.png,76,1,0,DUISRT,training-d,d02617.png
Scan_121_digit_5_num_0.png,121,5,0,DUISRT,training-d,d02618.png
Scan_109_digit_5_num_0.png,109,5,0,DUISRT,training-d,d02619.png
Scan_64_digit_3_num_8.png,64,3,8,DUISRT,training-d,d02620.png
